name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
vancouver,2021-03-18,11.8,5,8,11.8,5,7.5,5,81.9,5.35,100,33.33,rain,0,0,66.6,16.1,77.6,1009.3,68.7,28.2,46.8,4,5,,2021-03-18T07:18:32,2021-03-18T19:23:03,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71608099999,CWWA,71211099999,71772099999,71784099999,CWEL,CWWK,71892099999,CWMM,71042099999,71201099999,F1856"
vancouver,2021-03-19,9.6,6.7,8.1,9.3,4.7,6.7,5.3,82.5,2.161,100,58.33,rain,0,0,33.5,18.1,101.8,1012.8,87.4,30.5,31.3,2.7,1,,2021-03-19T07:16:25,2021-03-19T19:24:35,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-03-20,8.8,6.4,7.3,8.5,4,5.9,4.9,85.7,6.139,100,50,rain,0,0,37.1,16.5,232.4,1018.2,87.4,28.6,70.6,6.2,3,,2021-03-20T07:14:17,2021-03-20T19:26:08,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-03-21,6.9,3.9,5.5,6.8,1.3,4.2,3.6,87.7,16.426,100,62.5,rain,0,0,,15.4,102.6,1022.5,97.7,22.4,19.3,1.7,1,,2021-03-21T07:12:09,2021-03-21T19:27:40,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-03-22,9.9,4.4,6.9,9.9,0.5,5,3.8,81.5,1.833,100,25,rain,0,0,48.2,22.3,264.5,1017.9,35.1,32,192.4,16.6,6,,2021-03-22T07:10:01,2021-03-22T19:29:12,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-03-23,9.2,3,6.7,9.2,2.2,6.2,3.5,80.8,0.044,100,12.5,rain,0,0,,7.6,88.2,1030,80.8,31.1,92.4,8,4,,2021-03-23T07:07:53,2021-03-23T19:30:44,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71608099999,CWWA,71784099999,E6810,71892099999,71042099999,71201099999,F1856"
vancouver,2021-03-24,7.6,5.2,6.5,7.6,3.5,5.6,5.1,90.9,10.316,100,58.33,rain,0,0,,12.2,103.8,1013,90,25,59.1,5.1,2,,2021-03-24T07:05:46,2021-03-24T19:32:16,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-03-25,9.8,5.3,7.5,9.8,4.9,6.9,4.7,82.7,0.081,100,4.17,rain,0,0,33.5,17.5,273.1,1012.2,44.2,30,174.2,15,7,,2021-03-25T07:03:38,2021-03-25T19:33:48,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-03-26,10.8,4.5,7.8,10.8,3.9,7.4,4.1,78.1,0,0,0,,0,0,,9.2,278.5,1022.9,61,28,128.5,11.3,7,,2021-03-26T07:01:30,2021-03-26T19:35:20,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,E6810,71892099999,71042099999,71201099999,F1856"
vancouver,2021-03-27,9.1,6.5,7.9,9,5,7,5.6,85.5,0.177,100,8.33,rain,0,0,,12.9,98.1,1027.2,90.1,26.8,47,4.1,2,,2021-03-27T06:59:22,2021-03-27T19:36:52,0.47,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-03-28,8.9,4.6,7.2,8.9,0.8,5.1,4.2,82,5.573,100,79.17,rain,0,0,61.9,35.2,244.9,1011.5,78.6,25.7,46.8,3.8,2,,2021-03-28T06:57:15,2021-03-28T19:38:23,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-03-29,9.7,2.4,6.1,9.7,0.3,4.6,0.2,67,0.01,100,8.33,rain,0,0,50,24.1,298.9,1024.4,21.9,35.7,211.2,18.1,7,,2021-03-29T06:55:07,2021-03-29T19:39:55,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-03-30,9.9,2.5,6.1,9.6,1.7,5.7,1.5,73,0,0,0,,0,0,31.3,12.1,19.5,1030.9,23.1,32.1,156.2,13.7,7,,2021-03-30T06:53:00,2021-03-30T19:41:26,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,71211099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2021-03-31,10.3,3,7.1,10.3,2.2,6.7,2.3,72.1,0.004,100,4.17,rain,0,0,,10.5,285,1026.1,66.8,29.8,194.5,16.8,7,,2021-03-31T06:50:53,2021-03-31T19:42:58,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-01,13.4,7.1,9.4,13.4,5.5,9,4.2,71.2,0,0,0,,0,0,,9.7,107.6,1013.2,60.7,28,137,11.9,7,,2021-04-01T06:48:47,2021-04-01T19:44:29,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-02,10.4,7.3,8.5,10.4,5.9,8,3.2,69.9,0,0,0,,0,0,,10.5,140.4,1017.7,82.9,28.4,107.1,9.4,8,,2021-04-02T06:46:40,2021-04-02T19:46:01,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-03,9.6,6.7,8.1,9.6,5.5,7.3,5.6,84.5,1.123,100,37.5,rain,0,0,,14.2,67.9,1020.2,96.8,27.1,40,3.4,1,,2021-04-03T06:44:34,2021-04-03T19:47:32,0.71,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-04,10,6.1,8,10,2.3,6,1.9,65.8,0.116,100,41.67,rain,0,0,50,23.7,294.2,1023.3,35.4,36.8,225.2,19.4,7,,2021-04-04T06:42:28,2021-04-04T19:49:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-05,10.4,2.2,6.5,10.4,2.1,6.2,1.8,72.3,0,0,0,,0,0,38.9,9.6,275.1,1023.3,23.8,36.6,200.6,17.2,7,,2021-04-05T06:40:23,2021-04-05T19:50:34,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-06,14,3.7,8.5,14,3.4,8.3,3.4,71.5,0,0,0,,0,0,,7.6,87.8,1019.8,54.9,35.7,191.8,16.4,6,,2021-04-06T06:38:18,2021-04-06T19:52:06,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-07,8.2,6,7.5,8.2,4.6,6.5,4.9,83.7,5.153,100,45.83,rain,0,0,35.3,13.6,112.1,1015.2,88.6,28.7,36.9,3.1,1,,2021-04-07T06:36:14,2021-04-07T19:53:37,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71608099999,CWWA,71211099999,F1130,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-08,9.9,3.7,7.4,9.8,-1,5.6,0.9,64.8,0.046,100,20.83,rain,0,0,53.6,25.7,278,1021.9,48.2,28.3,178.6,15.5,7,,2021-04-08T06:34:10,2021-04-08T19:55:08,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-09,7.7,5.6,6.3,7.7,2.6,4.9,2.7,78.3,1.974,100,45.83,rain,0,0,37.1,17.5,124,1019.3,70,27.5,34.2,2.9,2,,2021-04-09T06:32:06,2021-04-09T19:56:39,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-10,9.5,2.7,6.2,6.8,-1.9,2.8,-1,61.3,0.525,100,50,rain,0,0,48.2,26.4,281.4,1020.3,30.8,28.3,241.8,20.9,7,,2021-04-10T06:30:03,2021-04-10T19:58:10,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71211099999,71775099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-11,9.3,0.8,5.6,9,0.2,4.7,-0.2,67,0,0,0,,0,0,40.7,11.1,291.2,1028.6,28.6,34.3,188.4,16.3,7,,2021-04-11T06:28:01,2021-04-11T19:59:41,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-12,13,2.3,8.1,13,0.4,7.7,1,62.1,0.01,100,8.33,rain,0,0,35.3,18.3,306.2,1027.7,14.3,35.9,241.6,20.8,7,,2021-04-12T06:25:59,2021-04-12T20:01:13,0.02,Rain,Clear conditions throughout the day with afternoon rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-13,14.6,5.8,10.6,14.6,4.4,10.4,0,48.5,0.029,100,20.83,rain,0,0,50,17.3,294.9,1027.8,10,36.4,242.7,21.1,7,,2021-04-13T06:23:58,2021-04-13T20:02:44,0.06,Rain,Clear conditions throughout the day with rain.,rain,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-14,15.1,4.7,10.3,15.1,3.2,10,2.5,59.3,0.02,100,12.5,rain,0,0,53.6,17.7,289.8,1022.4,14.2,30.2,246.1,21.1,7,,2021-04-14T06:21:58,2021-04-14T20:04:15,0.09,Rain,Clear conditions throughout the day with rain.,rain,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-15,18.5,7.2,12.8,18.5,5.9,12.7,3.4,55,0,0,0,,0,0,,9.3,294.3,1020,7.2,27.9,242.4,20.8,7,,2021-04-15T06:19:58,2021-04-15T20:05:46,0.12,Clear,Clear conditions throughout the day.,clear-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-16,19.5,8.5,13.7,19.5,7.9,13.7,4,53.9,0,0,0,,0,0,,7.7,275,1022.9,2.7,29,248.6,21.3,8,,2021-04-16T06:17:59,2021-04-16T20:07:17,0.16,Clear,Clear conditions throughout the day.,clear-day,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-17,20.3,8.1,14.2,20.3,8.1,14.2,5.1,56.2,0.01,100,4.17,rain,0,0,,8.5,278.3,1022.8,4.6,34.9,243.7,21,7,,2021-04-17T06:16:01,2021-04-17T20:08:48,0.19,Rain,Clear conditions throughout the day with afternoon rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-18,20.4,7.8,14.1,20.4,7.1,14,5.4,57.8,0,0,0,,0,0,,7.4,268.1,1020.5,17,36,245.6,21.2,7,,2021-04-18T06:14:03,2021-04-18T20:10:19,0.22,Clear,Clear conditions throughout the day.,clear-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-19,19.2,10.7,14.8,19.2,10.7,14.8,2.3,45.6,0,0,0,,0,0,,12.1,259.7,1022.9,18.9,37.1,248.3,21.4,8,,2021-04-19T06:12:07,2021-04-19T20:11:50,0.25,Clear,Clear conditions throughout the day.,clear-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-20,17.9,8.1,13.2,17.9,8.1,13.2,4.6,57.6,0,0,0,,0,0,,8.7,271.7,1021.8,7.7,35.1,247.3,21.4,7,,2021-04-20T06:10:11,2021-04-20T20:13:20,0.29,Clear,Clear conditions throughout the day.,clear-day,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-21,16.4,8.6,12.7,16.4,8.6,12.7,6.7,67.3,0,0,0,,0,0,37.1,19,269.6,1016.8,24.3,31.3,228.2,19.6,7,,2021-04-21T06:08:17,2021-04-21T20:14:51,0.32,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-22,18,7.3,12.1,18,6.2,11.7,6.6,70.2,0,0,0,,0,0,33.5,15.4,325,1012.7,21.4,30.8,246.8,21.4,7,,2021-04-22T06:06:23,2021-04-22T20:16:22,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-23,14.4,10.1,11.9,14.4,10.1,11.9,7.2,73.4,0.359,100,8.33,rain,0,0,,13.9,104.6,1012.7,86.1,26.8,132,11.4,5,,2021-04-23T06:04:30,2021-04-23T20:17:52,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-24,10.7,8.8,9.7,10.7,8.3,9.6,8.5,92.3,10.53,100,91.67,rain,0,0,,7.6,115.8,1008,99.4,24.8,75.9,6.5,2,,2021-04-24T06:02:38,2021-04-24T20:19:23,0.42,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-25,10.9,8.4,9.4,10.9,7.1,9,8.1,92.1,4.217,100,70.83,rain,0,0,,10.2,101.9,1006.7,96,24,78.6,6.6,3,,2021-04-25T06:00:48,2021-04-25T20:20:53,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-26,14.8,8.3,11.1,14.8,8.3,11.1,7.6,79.7,0,0,0,,0,0,,8.9,224,1012,48.6,35.8,186.5,16,8,,2021-04-26T05:58:58,2021-04-26T20:22:23,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,E6810,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-27,14.3,8.4,11.5,14.3,7.3,11.2,6.8,73.6,0,0,0,,0,0,,11.4,101.8,1020.1,90,35.7,127.4,11.1,5,,2021-04-27T05:57:10,2021-04-27T20:23:53,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,D3147,E9431,71892099999,71042099999,71201099999"
vancouver,2021-04-28,13.1,10.1,11.1,13.1,10.1,11.1,8.3,82.8,1.152,100,29.17,rain,0,0,,8.4,65.2,1025.8,95.3,29.5,68.2,5.9,2,,2021-04-28T05:55:23,2021-04-28T20:25:23,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-29,17.6,9.5,13.4,17.6,9.5,13.4,8.6,74.9,0.019,100,4.17,rain,0,0,,7.4,277.4,1023.4,97.1,28,183,15.9,7,,2021-04-29T05:53:37,2021-04-29T20:26:52,0.59,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-04-30,16.8,9.8,12.3,16.8,8.7,12.3,10.5,89.1,19.029,100,45.83,rain,0,0,,11.1,102.8,1020.4,66.5,25.1,98.2,8.4,4,,2021-04-30T05:51:52,2021-04-30T20:28:22,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-01,15.6,8.7,12.1,15.6,7.5,12,6.4,70,0,0,0,,0,0,,12.9,267.8,1019,30.5,34.3,229.9,19.9,9,,2021-05-01T05:50:09,2021-05-01T20:29:51,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-02,16,7.8,11.4,16,7.3,11.2,6.5,72.8,0,0,0,,0,0,,10,132.6,1022.3,37.3,36.8,207,17.7,7,,2021-05-02T05:48:27,2021-05-02T20:31:19,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-03,11.5,9.6,10.5,11.5,8.3,10.4,7.5,82,2.013,100,54.17,rain,0,0,,11.1,80.1,1021.6,84.4,26.4,86.8,7.4,2,,2021-05-03T05:46:46,2021-05-03T20:32:48,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-04,16.5,8.3,12,16.5,7.8,11.9,7.2,74.5,0.015,100,4.17,rain,0,0,,8.2,268.5,1023.5,38.8,34.3,228.1,19.6,8,,2021-05-04T05:45:07,2021-05-04T20:34:16,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71608099999,CWWA,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-05,15.4,7.7,11.9,15.4,7.7,11.9,7.5,74.9,0,0,0,,0,0,,11.7,307.5,1018,80.6,30.5,162.8,13.9,6,,2021-05-05T05:43:29,2021-05-05T20:35:43,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-06,16.8,9.7,12.4,16.8,9.7,12.4,8,75.6,0.327,100,16.67,rain,0,0,38.9,16.3,110.9,1011.7,76,29.1,78.6,6.7,4,,2021-05-06T05:41:53,2021-05-06T20:37:11,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-07,13.6,7.9,10.8,13.6,7.4,10.6,4.8,67.4,0.081,100,12.5,rain,0,0,,12.4,258.9,1021.5,46.2,33.8,229.4,19.8,9,,2021-05-07T05:40:18,2021-05-07T20:38:37,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-08,12.8,8.6,10.5,12.8,6.8,10.1,5.6,72.3,0.868,100,16.67,rain,0,0,,13.5,240.7,1026.9,67.8,32.7,155.9,13.3,5,,2021-05-08T05:38:45,2021-05-08T20:40:04,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-09,15,9.2,11.9,15,8.6,11.9,6.5,70,0,0,0,,0,0,,10.6,236.1,1025.4,52.3,34.6,259.3,22.3,9,,2021-05-09T05:37:14,2021-05-09T20:41:29,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-10,16.1,7.7,12.3,16.1,7.7,12.3,6.8,70.3,0,0,0,,0,0,,9.6,273.2,1024.5,53.9,36.8,255.3,22.1,8,,2021-05-10T05:35:44,2021-05-10T20:42:54,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-11,17.8,7.9,13.4,17.8,7.9,13.4,7.4,68.3,0,0,0,,0,0,,9.3,248.3,1022.8,31.2,36.4,269.7,23.1,8,,2021-05-11T05:34:17,2021-05-11T20:44:19,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-12,17.1,11.3,13.5,17.1,11.3,13.5,9.9,79.9,2.695,100,41.67,rain,0,0,,10.2,307.4,1021.2,64.5,32,146.3,12.6,8,,2021-05-12T05:32:50,2021-05-12T20:45:42,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-13,18.7,9.5,14.4,18.7,9.5,14.4,10.5,78,0,0,0,,0,0,,10.7,255.7,1022.2,29.3,36.8,255.6,22,8,,2021-05-13T05:31:26,2021-05-13T20:47:05,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-14,18.7,10.1,14.8,18.7,10.1,14.8,10.3,75.2,0,0,0,,0,0,,11.7,265.4,1019.7,32.5,37,278.2,23.9,8,,2021-05-14T05:30:04,2021-05-14T20:48:28,0.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71608099999,CWWA,71211099999,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-15,18.9,10.2,14.5,18.9,10.2,14.5,10,75,0,0,0,,0,0,,13.9,288,1018.4,34,34.2,302.3,26.1,8,,2021-05-15T05:28:43,2021-05-15T20:49:49,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71211099999,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-16,20.3,10.8,15.7,20.3,10.8,15.7,10.2,71,0.005,100,4.17,rain,0,0,,11.2,274.3,1014.3,30.9,36.8,303.7,26.1,8,,2021-05-16T05:27:25,2021-05-16T20:51:10,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71608099999,CWWA,71211099999,71784099999,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-17,16.2,10.5,13.4,16.2,10.5,13.4,9.9,80.1,5.332,100,25,rain,0,0,31.3,14,126.5,1011.3,94.1,30,144.7,12.3,6,,2021-05-17T05:26:08,2021-05-17T20:52:29,0.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"71608099999,CWWA,71784099999,D3147,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-18,14.8,9.1,11.4,14.8,6.9,11,3.9,61.2,9.059,100,16.67,rain,0,0,44.3,21.5,236.5,1017.1,46.8,35.3,256.1,22.1,9,,2021-05-18T05:24:54,2021-05-18T20:53:48,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"71608099999,CWWA,71211099999,71784099999,CWEL,CWEZ,CWWK,71892099999,CWMM,71042099999,71201099999,F1856"
vancouver,2021-05-19,14.4,6.6,11,14.4,5.6,10.8,5.1,67.3,0.004,100,4.17,rain,0,0,33.5,15.8,292.5,1018.9,58.1,37,211.3,18.2,9,,2021-05-19T05:23:41,2021-05-19T20:55:06,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-20,16.9,7,12.3,16.9,7,12.3,6.2,67.4,0,0,0,,0,0,,10,217.4,1018.5,32.8,37.1,290.3,25.1,9,,2021-05-20T05:22:31,2021-05-20T20:56:22,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-21,17.7,9.6,13.8,17.7,9.3,13.8,8,68.7,0,0,0,,0,0,,11.1,146.8,1021.2,32.8,36.1,273.2,23.7,8,,2021-05-21T05:21:23,2021-05-21T20:57:38,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-22,17.9,9.6,14.3,17.9,9.1,14.3,9,71.2,0.005,100,4.17,rain,0,0,,12.7,144.5,1018.9,40.3,35,283.9,24.5,8,,2021-05-22T05:20:17,2021-05-22T20:58:52,0.37,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-23,15.5,12.7,13.9,15.5,12.7,13.9,10.4,79.6,0.002,100,4.17,rain,0,0,,12.1,105.1,1016.6,76.3,29.2,119.4,10.4,5,,2021-05-23T05:19:13,2021-05-23T21:00:05,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-24,13.3,11,12,13.3,11,12,10.9,93.3,2.345,100,58.33,rain,0,0,,10.9,101,1016.6,97.9,17.8,55.1,4.8,2,,2021-05-24T05:18:12,2021-05-24T21:01:16,0.44,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-25,18.7,11,14.8,18.7,11,14.8,10.8,78.2,0,0,0,,0,0,,10.7,204.5,1018.4,55.2,34.9,252.9,21.7,9,,2021-05-25T05:17:13,2021-05-25T21:02:27,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-26,14.6,12.2,13.4,14.6,12.2,13.4,8,70.4,0,0,0,,0,0,,11.1,112.3,1019.1,96.7,36.3,112.5,9.7,4,,2021-05-26T05:16:16,2021-05-26T21:03:35,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"71608099999,CWWA,71784099999,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-27,13.5,11.2,12,13.5,11.2,12,10.1,88.7,11.059,100,83.33,rain,0,0,37.1,15.8,101.1,1011.4,76,28.9,62.6,5.5,2,,2021-05-27T05:15:22,2021-05-27T21:04:43,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"71608099999,CWWA,71211099999,71784099999,E6810,E9431,71892099999,71042099999,71201099999,F1856"
vancouver,2021-05-28,17.5,9.8,13.2,17.5,8.6,13.2,7.7,71.3,1.152,100,16.67,rain,0,0,33.5,16.8,254.8,1022.7,32.9,35.1,283.1,24.3,10,,2021-05-28T05:14:30,2021-05-28T21:05:48,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"71608099999,CWWA,71211099999,71775099999,71784099999,E9431,71892099999,71042099999,71201099999"
